symbol, Debt/Equity,Dividends $,Dividends %,EPS,Long-Term Debt,Market Capitalization,Net Income Mil,Operating Income Mil,R&D,ROE %,Revenue Mil,Share Outstanding,Shares Mil,Short-Term Debt,Total Debt,Total Liabilities,currency,cust. regression origin,cust. regression slope,key_data,latest_price,price_data
DOO.to, 0.0, 0.34, 0.005647840531561462, 2.2, 44.75, 6140.400000000001, 229.0, 493.0, 4.28, 0.0, 4831.0, 102.0, 102.0, 0.75, 45.5, 116.91, CAD, 69.5102583409856, -0.17097511915693736, None, 60.2, None
DPM.to, 0.06, 0.0, 0.0, 0.12, 4.56, 463.60999999999996, 20.0, 61.0, 0.0, 3.27, 377.0, 179.0, 179.0, 0.0, 4.56, 27.24, USD, 3.0026141064322887, 0.00226061480606935, None, 2.59, None
DR.to, 0.58, 0.88, 0.05941931127616475, 0.52, 19.38, 562.78, 18.0, 69.0, 0.0, 12.16, 404.0, 38.0, 38.0, 20.86, 40.239999999999995, 66.64, USD, 14.98607125366216, -0.005095915868643145, None, 14.81, None
DRA-UN.to, 0.38, 0.37, 0.05473372781065089, 0.3, 26.44, 486.71999999999997, 22.0, 20.0, 0.0, 3.6, 56.0, 72.0, 72.0, 0.55, 26.990000000000002, 30.96, CAD, 7.024272049499323, -0.005841641523459706, None, 6.76, None
DRG-UN.to, 0.82, 0.73, 0.0484406104844061, 2.93, 41.86, 2667.39, 498.0, 193.0, 0.0, 24.33, 335.0, 177.0, 177.0, 0.91, 42.769999999999996, 49.14, CAD, 14.893799750754303, -0.01110632296995933, None, 15.07, None
DRM.to, 0.9, 0.0, 0.0, 1.76, 33.9, 867.64, 190.0, 82.0, 0.0, 20.34, 375.0, 109.0, 109.0, 0.0, 33.9, 62.4, CAD, 8.9834593335957, 0.0012352748261839205, None, 7.96, None
DRT.to, 0.03, 0.0, 0.0, 0.01, 2.52, 527.0, 1.0, 5.0, 0.0, 0.68, 320.0, 85.0, 85.0, 2.23, 4.75, 22.57, CAD, 7.070662381389656, -0.014123748305566487, None, 6.2, None
DRX.to, 0.27, 0.02, 0.012738853503184712, -0.33, 14.67, 51.81, -11.0, -2.0, 0.0, -10.83, 147.0, 33.0, 33.0, 10.55, 25.22, 45.96, CAD, 1.4667738423192962, 0.003195067558703921, None, 1.57, None
DS.to, 0.0, 0.79, 0.09937106918238994, 0.22, 0.0, 79.5, 2.0, 0.0, 0.0, 2.52, 3.0, 10.0, 10.0, 0.0, 0.0, 1.19, CAD, 7.928129279811099, 0.004599173553719008, None, 7.95, None
DSG.to, 0.11, 0.0, 0.0, 0.37, 8.84, 3440.58, 28.0, 41.0, 17.75, 5.83, 260.0, 78.0, 78.0, 0.0, 8.84, 22.61, USD, 45.908226901045055, -0.07823385368839914, None, 44.11, None
DW.to, 0.0, 0.0, 0.0, -0.63, 0.0, 1.7999999999999998, -15.0, -9.0, 8.31, 0.0, 11.0, 24.0, 24.0, 340.54, 340.54, 0.0, CAD, 0.07681178669815028, 0.0004715663124754033, None, 0.075, None
DXI.to, 5.82, 0.0, 0.0, -0.03, 18.07, 2.73, -4.0, -3.0, 0.0, -395.95, 2.0, 91.0, 91.0, 8.12, 26.189999999999998, 96.9, CAD, 0.0403509554418645, 0.00041947614674887407, None, 0.03, None
E.to, 0.13, 0.0, 0.0, 0.01, 10.0, 22.549999999999997, 1.0, -1.0, 0.0, 1.09, 36.0, 55.0, 55.0, 0.14, 10.14, 20.58, CAD, 0.45448887139796224, 0.0002991385718658446, None, 0.41, None
ECA.to, 0.61, 0.06, 0.0037759597230962866, 0.07, 24.44, 15397.41, 65.0, 479.0, 0.0, 0.98, 4367.0, 969.0, 969.0, 3.31, 27.75, 57.05, USD, 17.74817567449386, -0.022762713717259166, None, 15.89, None
ECF-UN.to, 0.0, 0.54, 0.0542713567839196, 0.38, 0.0, 119.39999999999999, 4.0, 4.0, 0.0, 4.12, 6.0, 12.0, 12.0, 1.39, 1.39, 78.13, CAD, 9.863692094101198, -3.5397262669986056e-05, None, 9.95, None
ECI.to, 1.83, 0.97, 0.03356401384083045, 0.65, 51.71, 3121.2, 69.0, 136.0, 0.0, 11.57, 1312.0, 108.0, 108.0, 0.0, 51.71, 71.19, CAD, 26.233403690585508, -0.08505474660020117, None, 28.9, None
ECN.to, 0.68, 0.03, 0.0078125, 0.19, 36.87, 1440.0, 86.0, 0.0, 0.0, 5.54, 107.0, 375.0, 375.0, 0.0, 36.87, 45.77, USD, 3.7067337662337647, -0.0014870129870129878, None, 3.84, None
ECO.to, 0.0, 0.0, 0.0, -0.08, 0.0, 117.0, -5.0, -5.0, 16.36, -7.97, 21.0, 60.0, 60.0, 0.0, 0.0, 3.66, USD, 1.72750382614019, 0.001107088197997289, None, 1.95, None
ECS.to, 0.0, 0.0, 0.0, -0.02, 0.0, 97.5, -3.0, -3.0, 0.0, -4.88, 0.0, 125.0, 125.0, 0.0, 0.0, 11.32, CAD, 0.7184007827189642, 0.006323866369320918, None, 0.78, None
EDR.to, 0.0, 0.0, 0.0, 0.0, 0.0, 369.92, 0.0, 2.0, 0.0, 0.24, 161.0, 128.0, 128.0, 0.0, 0.0, 17.57, USD, 3.503389304298395, 7.403034675761787e-05, None, 2.89, None
EDT.to, 0.0, 0.0, 0.0, -0.02, 0.0, 61.19, -4.0, -3.0, 7.84, -74.36, 3.0, 211.0, 211.0, 0.0, 0.0, 8.49, CAD, 0.32668731689186215, 0.0001172220035856399, None, 0.29, None
EDV.to, 0.47, 0.0, 0.0, -1.67, 22.65, 2008.6999999999998, -164.0, 125.0, 0.0, -17.11, 836.0, 106.0, 106.0, 0.0, 22.65, 45.39, USD, 20.694325112597824, 0.026230049411867584, None, 18.95, None
EFH.to, 0.0, 0.0, 0.0, 0.67, 0.0, 152.04, 8.0, 0.0, 0.0, 5.48, 281.0, 12.0, 12.0, 0.0, 0.0, 75.91, CAD, 12.354942345533258, -0.0014287682014954744, None, 12.67, None
EFL.to, 0.0, 0.0, 0.0, -0.28, 65.39, 20.9, -26.0, -22.0, 55.02, 0.0, 11.0, 95.0, 95.0, 95.18, 160.57, 176.08, USD, 0.22932200795837174, 8.111417202326305e-05, None, 0.22, None
EFN.to, 4.35, 0.3, 0.0411522633744856, 0.32, 75.22, 2784.78, 167.0, 0.0, 0.0, 3.83, 1692.0, 382.0, 382.0, 0.0, 75.22, 79.01, CAD, 7.136116489571038, -0.020834317197953575, None, 7.29, None
EFR.to, 0.15, 0.0, 0.0, -0.22, 10.66, 308.25, -16.0, -12.0, 18.36, -12.07, 38.0, 75.0, 75.0, 1.77, 12.43, 27.23, USD, 4.146382307927763, -0.017619747256110898, None, 4.11, None
EFX.to, 0.41, 0.37, 0.023642172523961662, 0.93, 22.7, 1392.8500000000001, 83.0, 107.0, 0.0, 7.17, 1556.0, 89.0, 89.0, 0.0, 22.7, 44.32, CAD, 14.830623376623379, 0.005987012987012985, None, 15.65, None
EGL.to, 0.57, 0.0, 0.0, -0.86, 29.48, 8.8, -37.0, 29.0, 0.0, -36.95, 63.0, 44.0, 44.0, 0.0, 29.48, 48.91, CAD, 0.28723061786698156, 0.0011436442345533248, None, 0.2, None
EIF.to, 1.52, 2.13, 0.06478102189781021, 2.14, 46.74, 1216.5600000000002, 69.0, 137.0, 0.0, 11.86, 1097.0, 37.0, 37.0, 3.34, 50.08, 69.15, CAD, 32.80753463203464, -0.0022229437229437225, None, 32.88, None
ELD.to, 0.16, 0.0, 0.0, -0.05, 11.94, 865.46, -41.0, 9.0, 0.0, -1.14, 482.0, 794.0, 794.0, 0.0, 11.94, 27.19, USD, 1.3236261970352874, 2.472779745506948e-05, None, 1.09, None
ELF.to, 0.09, 5.0, 0.006097486616016878, 109.38, 2.28, 3280.04, 480.0, 0.0, 0.0, 8.47, 1872.0, 4.0, 4.0, 0.0, 2.28, 73.32, CAD, 824.3330461104549, -0.16704453627180904, None, 820.01, None
ELR.to, 0.0, 0.0, 0.0, -0.08, 0.0, 22.32, -8.0, -10.0, 0.0, -4.65, 0.0, 93.0, 93.0, 0.0, 0.0, 22.39, USD, 0.24954626350080877, 0.0011197472561108922, None, 0.24, None
EMA.to, 1.95, 2.22, 0.053948967193195634, 0.85, 44.81, 9217.6, 242.0, 1234.0, 0.0, 3.28, 6130.0, 224.0, 224.0, 7.18, 51.99, 73.67, CAD, 41.67730392671303, -0.007235974463247191, None, 41.15, None
EMP-A.to, 0.3, 0.32, 0.013686911890504706, 0.74, 12.93, 6359.36, 201.0, 302.0, 0.0, 5.39, 24463.0, 272.0, 272.0, 6.09, 19.02, 56.34, CAD, 25.73066760680399, -0.010177904586995488, None, 23.38, None
ENB.to, 1.1, 2.56, 0.0579841449603624, 1.45, 37.62, 73818.8, 2832.0, 6615.0, 0.0, 4.7, 45587.0, 1672.0, 1672.0, 3.64, 41.26, 61.01, CAD, 46.609244064016806, -0.05518818050636228, None, 44.15, None
ENF.to, 0.0, 2.1, 0.06463527239150507, 1.94, 0.0, 24854.850000000002, 233.0, 357.0, 0.0, 5.25, 357.0, 765.0, 765.0, 0.0, 0.0, 1.18, CAD, 33.680635029953216, -0.05388152083606629, None, 32.49, None
ENGH.to, 0.01, 0.66, 0.008112094395280236, 2.1, 0.36, 2196.72, 57.0, 69.0, 13.8, 18.36, 341.0, 27.0, 27.0, 0.04, 0.39999999999999997, 31.09, CAD, 82.00850924832744, -0.13770523415977962, None, 81.36, None
ENT.to, 4.18, 0.0, 0.0, -0.15, 67.71, 19.8, -16.0, -10.0, 0.0, -36.87, 159.0, 110.0, 110.0, 2.1, 69.80999999999999, 83.78, CAD, 0.17908706108706107, 0.00011712361712361706, None, 0.18, None
EOX.to, 0.0, 0.0, 0.0, -0.05, 0.0, 21.32, -6.0, -2.0, 0.0, -158.72, 0.0, 164.0, 164.0, 42.69, 42.69, 82.85, CAD, 0.13606887052341587, 0.0007847304210940575, None, 0.13, None
EPS.to, 0.0, 0.0, 0.0, 0.23, 0.0, 128.15, 12.0, 6.0, 0.0, 14.41, 25.0, 55.0, 55.0, 0.79, 0.79, 24.38, USD, 2.6869942061305694, -0.001025427434518344, None, 2.33, None
EQB.to, 0.22, 1.02, 0.014894859813084112, 9.1, 1.14, 1164.16, 156.0, 0.0, 0.0, 14.21, 351.0, 17.0, 17.0, 0.0, 1.14, 94.47, CAD, 64.57233748742843, -0.08018033145305872, None, 68.48, None
ER.to, 0.0, 0.0, 0.0, -0.01, 0.0, 34.92, -2.0, -3.0, 0.0, -2.79, 0.0, 194.0, 194.0, 0.0, 0.0, 9.89, CAD, 0.19229437229437235, 0.0004264069264069264, None, 0.18, None
ERD.to, 0.0, 0.0, 0.0, -0.02, 0.0, 55.86, -4.0, -4.0, 0.0, -19.91, 0.0, 147.0, 147.0, 0.0, 0.0, 2.6, CAD, 0.3696844636844636, 0.0002534872534872534, None, 0.38, None
ERF.to, 0.36, 0.12, 0.007868852459016393, 0.3, 20.73, 3797.25, 73.0, 327.0, 0.0, 4.42, 1096.0, 249.0, 249.0, 1.99, 22.72, 42.24, CAD, 17.00370191088374, -0.018732476277930815, None, 15.25, None
ERM.to, 0.0, 0.75, 0.07653061224489795, 0.79, 0.0, 29.400000000000002, 2.0, 3.0, 0.0, 9.22, 3.0, 3.0, 3.0, 32.06, 32.06, 32.65, CAD, 9.473869801915257, 0.001843696707333071, None, 9.8, None
ERO.to, 1.38, 0.0, 0.0, 0.41, 37.54, 849.15, 17.0, 1.0, 0.0, 26.62, 146.0, 85.0, 85.0, 4.87, 42.41, 72.75, USD, 9.21483818706546, -0.007582382264200447, None, 9.99, None
ESI.to, 0.11, 0.48, 0.07582938388625592, -0.33, 6.04, 1000.14, -53.0, -161.0, 0.0, -3.2, 1039.0, 158.0, 158.0, 21.35, 27.39, 43.46, CAD, 6.157401285583101, -0.000962875508330056, None, 6.33, None
ESM.to, 0.0, 0.0, 0.0, -0.16, 0.0, 38.64, -9.0, -9.0, 0.0, -446.1, 0.0, 56.0, 56.0, 0.0, 0.0, 55.22, USD, 0.6489036905855089, 0.0074452533997988535, None, 0.69, None
ESN.to, 0.14, 0.0, 0.0, 0.01, 8.76, 71.0, 1.0, 4.0, 0.0, 0.71, 190.0, 142.0, 142.0, 0.0, 8.76, 26.31, CAD, 0.5170942323669597, 0.0006211028029209847, None, 0.5, None
ESP.to, 0.0, 0.0, 0.0, -0.2, 0.0, 51.48, -7.0, -6.0, 52.7, -15.72, 30.0, 36.0, 36.0, 0.0, 0.0, 13.44, CAD, 1.3275400323582138, 0.004890244435698981, None, 1.43, None
ET.to, 0.0, 0.72, 0.04298507462686567, 0.76, 0.1, 1273.0, 57.0, 71.0, 20.87, 17.55, 397.0, 76.0, 76.0, 0.11, 0.21000000000000002, 23.0, CAD, 15.690329419738518, 0.0130473348200621, None, 16.75, None
ETG.to, 0.0, 0.0, 0.0, -0.02, 94.96, 82.56, -3.0, -3.0, 0.0, 0.0, 0.0, 172.0, 172.0, 0.0, 94.96, 396.58, USD, 0.5304500634046091, -0.0002054090690454326, None, 0.48, None
ETX.to, 30.69, 0.0, 0.0, 0.08, 68.31, 90.18, 27.0, -4.0, 0.0, 0.0, 19.0, 334.0, 334.0, 17.28, 85.59, 97.77, USD, 0.29172200358563977, -0.0004194980104071016, None, 0.27, None
EXE.to, 3.52, 0.48, 0.05748502994011976, 0.41, 49.94, 826.65, 37.0, 64.0, 0.0, 27.86, 1106.0, 99.0, 99.0, 6.88, 56.82, 85.84, CAD, 7.511994577812762, 0.006669465214919758, None, 8.35, None
EXF.to, 0.04, 0.0, 0.0, -0.12, 2.26, 286.0, -7.0, -1.0, 19.76, -3.9, 262.0, 55.0, 55.0, 4.78, 7.04, 37.03, USD, 4.820739647557829, 0.001979229524684071, None, 5.2, None
EXN.to, 0.01, 0.0, 0.0, -0.05, 0.0, 102.30000000000001, -4.0, -0.0, 0.0, -11.58, 30.0, 93.0, 93.0, 0.0, 0.0, 18.6, USD, 1.126954130045039, 0.0040067777340504615, None, 1.1, None
FAH-U.to, 0.23, 0.0, 0.0, 0.4, 18.35, 573.24, 18.0, 12.0, 0.0, 3.13, 0.0, 51.0, 51.0, 0.0, 18.35, 18.75, USD, 10.910781658577115, 0.021539343652980016, None, 11.24, None
FAR.to, 2.82, 0.0, 0.0, -0.13, 57.42, 35.49, -11.0, -3.0, 0.0, -18.34, 155.0, 91.0, 91.0, 4.13, 61.550000000000004, 79.61, USD, 0.40433258996895366, -8.832917923827117e-06, None, 0.39, None
FC.to, 0.94, 0.94, 0.07203065134099616, 0.94, 47.99, 469.8, 25.0, 0.0, 0.0, 9.0, 31.0, 36.0, 36.0, 0.0, 47.99, 49.01, CAD, 13.270408806681532, -0.0019099217281035462, None, 13.05, None
FCR.to, 0.83, 0.43, 0.02105778648383937, 1.24, 39.2, 5064.160000000001, 306.0, 407.0, 0.0, 6.59, 711.0, 248.0, 248.0, 3.77, 42.970000000000006, 53.17, CAD, 20.442531133849307, 0.00014445318990773015, None, 20.42, None
FCU.to, 0.0, 0.0, 0.0, -0.01, 0.0, 305.55, -6.0, -7.0, 0.0, -1.79, 0.0, 485.0, 485.0, 0.0, 0.0, 0.43, CAD, 0.6509025318116224, 0.0002115964843237569, None, 0.63, None
FEC.to, 0.3, 0.0, 0.0, -3.62, 13.59, 1805.9999999999998, -361.0, 136.0, 0.0, -27.67, 1348.0, 100.0, 100.0, 0.0, 13.59, 52.94, USD, 18.02906502251957, 0.014603152739516376, None, 18.06, None
FF.to, 0.0, 0.0, 0.0, -0.01, 0.0, 185.925, -8.0, -8.0, 0.0, -2.86, 0.0, 555.0, 555.0, 0.0, 0.0, 0.22, CAD, 0.39534520748611673, 0.0007504766277493555, None, 0.335, None
FFH.to, 0.54, 10.0, 0.014388489208633094, 74.74, 11.08, 19460.0, 2094.0, 0.0, 0.0, 19.34, 16258.0, 28.0, 28.0, 0.0, 11.08, 77.15, USD, 740.790584612357, -0.5860828414010234, None, 695.0, None
FFN.to, 0.0, 1.1, 0.13110846245530394, 1.37, 0.0, 0.0, 21.0, 0.0, 0.0, 13.67, 24.0, 0.0, 0.0, 0.0, 0.0, 0.99, CAD, 8.609502558048014, 0.0029295552931916566, None, 8.39, None
FGE.to, 1.75, 0.0, 0.0, -1.83, 54.11, 38.36, -26.0, -20.0, 0.0, -12.73, 325.0, 14.0, 14.0, 2.7, 56.81, 69.16, CAD, 2.638166754121298, 0.0072741484105120465, None, 2.74, None
FIH-U.to, 0.26, 0.0, 0.0, -0.09, 20.86, 2308.46, -6.0, 26.0, 0.0, -0.29, 64.0, 154.0, 154.0, 0.0, 20.86, 21.2, USD, 15.973096582710214, 0.011985865144956049, None, 14.99, None
FM.to, 0.69, 0.01, 0.000651890482398957, 0.02, 29.66, 10553.92, 15.0, 547.0, 0.0, 0.16, 3696.0, 688.0, 688.0, 4.46, 34.12, 56.88, USD, 17.48753522235341, 0.02078827233372687, None, 15.34, None
FN.to, 65.08, 1.85, 0.06339958875942427, 3.06, 86.37, 1750.8, 186.0, 0.0, 0.0, 38.65, 417.0, 60.0, 60.0, 0.0, 86.37, 98.4, CAD, 29.790806484761028, -0.026449276312912662, None, 29.18, None
FNV.to, 0.0, 0.93, 0.011527020327218642, 1.19, 0.0, 15006.480000000001, 221.0, 266.0, 0.0, 4.78, 673.0, 186.0, 186.0, 0.0, 0.0, 1.71, USD, 90.14450443832267, 0.011192793738248273, None, 80.68, None
FOOD.to, 0.09, 0.0, 0.0, -0.2, 4.93, 142.48000000000002, -10.0, -9.0, 0.0, -154.89, 57.0, 52.0, 52.0, 2.98, 7.91, 44.08, CAD, 2.5584306047487853, -0.00021533516988062526, None, 2.74, None
FR.to, 0.2, 0.0, 0.0, -0.61, 12.83, 1212.1, -103.0, -26.0, 0.0, -14.92, 273.0, 170.0, 170.0, 0.0, 12.83, 33.92, USD, 8.539328414010233, -0.0006648957103502598, None, 7.13, None
FRII.to, 0.0, 0.0, 0.0, 0.02, 0.0, 144.32, 1.0, 1.0, 0.0, 2.31, 21.0, 32.0, 32.0, 0.0, 0.0, 25.96, USD, 5.247939306484758, 0.014502907866544224, None, 4.51, None
FRU.to, 0.11, 0.51, 0.04521276595744681, 0.01, 9.83, 1331.04, 2.0, 22.0, 0.0, 0.22, 152.0, 118.0, 118.0, 0.0, 9.83, 12.91, CAD, 11.87981575495212, 0.007848550439459532, None, 11.28, None
FRX.to, 0.0, 0.0, 0.0, -0.52, 0.0, 186.83, -9.0, -9.0, 0.0, -50.94, 0.0, 17.0, 17.0, 0.0, 0.0, 3.3, USD, 12.38469436792164, 0.020140080458262273, None, 10.99, None
FSV.to, 1.47, 0.52, 0.00466786355475763, 1.63, 32.89, 4121.8, 59.0, 125.0, 0.0, 29.34, 1805.0, 37.0, 37.0, 0.34, 33.230000000000004, 77.58, USD, 111.62115481656392, -0.19425425248152503, None, 111.4, None
FSY.to, 0.0, 0.0, 0.0, -0.5, 0.0, 37.75, -75.0, -65.0, 0.0, -144.46, 0.0, 151.0, 151.0, 0.0, 0.0, 2.65, CAD, 0.23671666885303255, -0.0011663605754514844, None, 0.25, None
FSZ.to, 0.72, 0.74, 0.0596293311845286, 0.01, 34.72, 1141.72, 1.0, 59.0, 0.0, 0.18, 495.0, 92.0, 92.0, 0.05, 34.769999999999996, 51.91, CAD, 12.40593093270366, -0.007026564344746161, None, 12.41, None
FT.to, 0.1, 0.0, 0.0, 0.0, 8.72, 38.64, 2.0, -2.0, 0.0, 3.45, 0.0, 322.0, 322.0, 0.0, 8.72, 15.8, CAD, 0.09630235252962542, 0.0014007827189645365, None, 0.12, None
FTG.to, 0.17, 0.0, 0.0, 0.05, 8.93, 54.480000000000004, 1.0, 4.0, 5.55, 3.64, 98.0, 24.0, 24.0, 8.26, 17.189999999999998, 43.33, CAD, 2.349302112029384, 0.0027242555424373607, None, 2.27, None
FTN.to, 0.23, 40.0, 3.9603960396039604, 114.07, 13.25, 2343.2, 26416.0, 28072.0, 0.0, 3.79, 642001.0, 232.0, 232.0, 4.18, 17.43, 42.18, JPY, 10.08237251300888, 0.002437535528444622, None, 10.1, None
FTS.to, 1.54, 1.68, 0.03954802259887006, 2.3, 44.57, 17926.559999999998, 1040.0, 2421.0, 0.0, 6.94, 8156.0, 422.0, 422.0, 2.29, 46.86, 66.91, CAD, 42.27606209278936, 0.0016929905111723231, None, 42.48, None
FTT.to, 0.63, 0.77, 0.02596089008766015, 1.6, 24.37, 5012.54, 271.0, 446.0, 0.0, 13.36, 6679.0, 169.0, 169.0, 3.9, 28.27, 61.17, CAD, 31.80766032620579, 0.006874240237876606, None, 29.66, None
FTU.to, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2000000000000002, 4.0, 4.0, 0.0, 0.0, 4.0, 3.0, 3.0, 0.0, 0.0, 100.0, CAD, 0.4595232847960124, 0.0035455857274039114, None, 0.4, None
FVI.to, 0.07, 0.0, 0.0, 0.44, 5.49, 878.4000000000001, 69.0, 93.0, 0.0, 12.51, 283.0, 160.0, 160.0, 0.0, 5.49, 18.02, USD, 6.650813437404347, 0.002095522322795049, None, 5.49, None
FVL.to, 0.0, 0.0, 0.0, 0.0, 0.0, 11.690000000000001, -0.0, -1.0, 0.0, -0.89, 0.0, 167.0, 167.0, 0.0, 0.0, 2.13, USD, 0.06631986531986529, 0.00020971620971620963, None, 0.07, None
G.to, 0.17, 0.08, 0.005997001499250375, 0.33, 10.12, 11605.8, 289.0, 257.0, 0.0, 2.07, 3358.0, 870.0, 870.0, 1.86, 11.979999999999999, 34.67, USD, 15.384588547815818, 0.02203955135773316, None, 13.34, None
GAF-UN.to, 0.0, 0.0, 0.0, 0.86, 0.0, 35.88, 2.0, 2.0, 0.0, 7.17, 3.0, 3.0, 3.0, 0.0, 0.0, 0.49, CAD, 12.035535222353408, -0.006354584809130265, None, 11.96, None
GBT.to, 0.0, 0.24, 0.015453960077269801, 1.36, 0.0, 559.0799999999999, 49.0, 65.0, 0.0, 24.14, 810.0, 36.0, 36.0, 0.0, 0.0, 36.28, CAD, 15.111379859198037, 0.003466002011456557, None, 15.53, None
GC.to, 1.29, 0.0, 0.0, 1.77, 45.75, 2783.97, 111.0, 243.0, 0.0, 22.6, 846.0, 63.0, 63.0, 0.0, 45.75, 64.43, CAD, 51.33749357208446, -0.11354276531549254, None, 44.19, None
GCG.to, 0.0, 0.33, 0.013744273219491877, 2.48, 0.0, 696.2900000000001, 72.0, 47.0, 0.0, 11.45, 255.0, 29.0, 29.0, 0.27, 0.27, 35.97, CAD, 23.186607263107284, 0.01151683501683503, None, 24.01, None
GCL.to, 1.25, 0.0, 0.0, -0.22, 36.19, 40.800000000000004, -22.0, 6.0, 0.0, -21.06, 1267.0, 102.0, 102.0, 1.98, 38.169999999999995, 71.01, CAD, 0.39888394770212976, 0.0017526782981328432, None, 0.4, None
GCM.to, 0.37, 0.0, 0.0, -0.85, 16.99, 69.75, -22.0, 75.0, 0.0, -9.76, 247.0, 31.0, 31.0, 10.15, 27.14, 53.64, USD, 2.531913616686344, 0.0008349075167256992, None, 2.25, None
GCT.to, 0.71, 0.0, 0.0, 0.0, 27.15, 48.0, -0.0, 3.0, 0.0, -0.45, 186.0, 300.0, 300.0, 2.15, 29.299999999999997, 61.79, CAD, 0.13077561327561332, 0.0009430014430014429, None, 0.16, None
GDC.to, 0.1, 0.0, 0.0, 0.31, 7.91, 149.64, 13.0, 32.0, 0.0, 6.48, 130.0, 43.0, 43.0, 0.0, 7.91, 24.46, CAD, 3.8673736717827594, -0.0020430932703659993, None, 3.48, None
GDI.to, 0.53, 0.0, 0.0, 0.57, 24.5, 396.47999999999996, 12.0, 24.0, 0.0, 5.17, 1007.0, 21.0, 21.0, 0.95, 25.45, 53.57, CAD, 18.11439864008045, -0.017261817307271853, None, 18.88, None
GDL.to, 0.0, 0.0, 0.0, 0.49, 0.02, 63.0, 4.0, 8.0, 0.0, 3.94, 501.0, 9.0, 9.0, 33.93, 33.95, 55.33, CAD, 6.943352442170621, 0.007341903887358438, None, 7.0, None
GEI.to, 1.51, 1.32, 0.06896551724137931, 0.22, 39.34, 2756.16, 34.0, 36.0, 0.0, 3.58, 6776.0, 144.0, 144.0, 0.0, 39.34, 72.23, CAD, 19.19413588263588, -0.02333357383357383, None, 19.14, None
GEN.to, 0.0, 0.0, 0.0, -0.02, 84.91, 6.96, -4.0, -5.0, 0.0, 0.0, 0.0, 116.0, 116.0, 25.16, 110.07, 242.14, USD, 0.059521098430189295, 0.00038235165507892786, None, 0.06, None
GEO.to, 0.07, 0.0, 0.0, 0.13, 4.88, 81.45, 6.0, 14.0, 0.0, 9.54, 93.0, 45.0, 45.0, 2.57, 7.449999999999999, 31.26, USD, 1.9607173028991194, 0.00042240587695133104, None, 1.81, None
GGA.to, 0.04, 0.0, 0.0, 0.0, 1.94, 9.25, 0.0, -0.0, 0.0, 5.84, 22.0, 185.0, 185.0, 5.83, 7.77, 47.8, USD, 0.05608507149416241, 0.00012429489702216973, None, 0.05, None
GGD.to, 0.0, 0.0, 0.0, 0.14, 0.0, 53.01, 25.0, -16.0, 0.0, 22.88, 22.0, 171.0, 171.0, 0.0, 0.0, 5.45, USD, 0.36158581485854224, 0.0005855087673269485, None, 0.31, None
GH.to, 0.13, 0.69, 0.05922746781115879, 0.73, 9.68, 291.25, 18.0, 26.0, 0.0, 15.66, 71.0, 25.0, 25.0, 7.48, 17.16, 26.26, CAD, 12.424763304036034, -0.01413743495561677, None, 11.65, None
GIB-A.to, 0.23, 0.0, 0.0, 3.5, 12.7, 25888.32, 1045.0, 1595.0, 0.0, 16.18, 10986.0, 303.0, 303.0, 2.54, 15.239999999999998, 45.2, CAD, 87.22506443220081, -0.10419377760286848, None, 85.44, None
GIL.to, 0.47, 0.41, 0.010475217169136432, 1.59, 28.65, 8532.52, 348.0, 407.0, 0.0, 17.41, 2782.0, 218.0, 218.0, 0.0, 28.65, 39.41, USD, 37.99221489789673, -0.006271437316891851, None, 39.14, None
GLG.to, 0.0, 0.0, 0.0, -0.45, 0.0, 37.62, -17.0, -7.0, 0.0, 0.0, 17.0, 38.0, 38.0, 94.79, 94.79, 213.43, CAD, 0.8439236302418116, 0.0015225195679741139, None, 0.99, None
GMO.to, 0.07, 0.0, 0.0, -0.09, 2.15, 54.989999999999995, -10.0, -9.0, 0.0, -9.31, 0.0, 117.0, 117.0, 0.0, 2.15, 68.85, USD, 0.50412197734925, 0.00014825746643928468, None, 0.47, None
GMP.to, 0.0, 0.0, 0.0, 0.05, 0.0, 166.44, 8.0, 21.0, 0.0, 4.56, 190.0, 73.0, 73.0, 1.47, 1.47, 84.8, CAD, 2.4830973370064293, 0.005484323757051028, None, 2.28, None
GMX.to, 0.0, 0.0, 0.0, 0.01, 0.0, 17.34, 1.0, 1.0, 0.0, 6.86, 4.0, 51.0, 51.0, 0.0, 0.0, 22.84, CAD, 0.3574256198347105, 0.0006582054309327034, None, 0.34, None
GOLD.to, 0.0, 0.0, 0.0, -0.05, 0.0, 112.2, -8.0, -8.0, 0.0, -10.98, 0.0, 132.0, 132.0, 0.0, 0.0, 2.69, CAD, 0.8905384800384802, 3.006253006253013e-05, None, 0.85, None
GOOS.to, 0.96, 0.0, 0.0, 0.8, 38.02, 8477.279999999999, 89.0, 133.0, 0.0, 49.67, 608.0, 112.0, 112.0, 0.0, 38.02, 60.49, CAD, 84.10921986094712, -0.33593375311557133, None, 75.69, None
GPR.to, 0.0, 0.0, 0.0, -0.03, 0.0, 184.04000000000002, -5.0, -3.0, 0.0, -6.71, 70.0, 172.0, 172.0, 0.0, 0.0, 32.85, USD, 1.274215663124754, 0.002764266036993311, None, 1.07, None
