symbol, Debt/Equity,Dividends $,Dividends %,EPS,Long-Term Debt,Market Capitalization,Net Income Mil,Operating Income Mil,R&D,ROE %,Revenue Mil,Share Outstanding,Shares Mil,Short-Term Debt,Total Debt,Total Liabilities,currency,cust. regression origin,cust. regression slope,key_data,latest_price,price_data
BPY-UN.to, 4.39, 1.22, 0.0471953578336557, 1.75, 65.53, 8685.6, 495.0, 2266.0, 0.0, 6.88, 6064.0, 336.0, 336.0, 13.57, 79.1, 100.0, USD, 26.478679724055187, -0.02112759448110379, None, 25.85, None
BR.to, 0.15, 0.0, 0.0, -0.07, 6.51, 35.07, -0.0, -0.0, 0.0, -1.26, 46.0, 7.0, 7.0, 1.26, 7.77, 31.53, CAD, 5.213472105578884, -0.0027894421115776833, None, 5.01, None
BRB.to, 0.23, 0.06, 0.014563106796116504, 0.0, 8.83, 144.20000000000002, -0.0, 1.0, 0.0, -0.09, 45.0, 35.0, 35.0, 5.27, 14.1, 43.57, CAD, 4.17085800839832, -0.0008991601679664086, None, 4.12, None
BRE.to, 0.0, 1.35, 0.07575757575757576, 0.4, 72.13, 231.66, 4.0, 27.0, 0.0, 0.0, 44.0, 13.0, 13.0, 0.0, 72.13, 141.25, CAD, 19.147477084583084, -0.023591541691661663, None, 17.82, None
BRY.to, 0.3, 0.0, 0.0, 0.04, 9.74, 7.92, 1.0, 5.0, 0.0, 3.18, 118.0, 24.0, 24.0, 37.15, 46.89, 67.35, CAD, 0.33589394121175775, 0.002394121175764848, None, 0.33, None
BSO-UN.to, 0.0, 0.6, 0.1342281879194631, -0.48, 0.0, 49.169999999999995, -5.0, -1.0, 0.0, -8.79, 0.0, 11.0, 11.0, 0.0, 0.0, 11.06, CAD, 4.711709958008399, -0.0013041991601679666, None, 4.47, None
BSX.to, 0.0, 0.0, 0.0, -0.02, 0.0, 88.54, -7.0, -8.0, 0.0, -9.69, 0.0, 466.0, 466.0, 0.0, 0.0, 7.28, CAD, 0.18117222555488913, 0.0015225554889022191, None, 0.19, None
BTE.to, 0.91, 0.0, 0.0, -0.23, 39.02, 881.6400000000001, -55.0, 37.0, 0.0, -2.84, 1187.0, 237.0, 237.0, 0.0, 39.02, 57.16, CAD, 4.322792321535692, 0.00803215356928615, None, 3.72, None
BTO.to, 0.18, 0.0, 0.0, 0.1, 11.0, 3152.89, 119.0, 221.0, 0.0, 7.57, 957.0, 1027.0, 1027.0, 11.04, 22.04, 37.46, USD, 3.1453113377324526, 0.00553377324535093, None, 3.07, None
BU.to, 7.42, 0.0, 0.0, -0.15, 59.3, 14.43, -6.0, -3.0, 0.0, -198.31, 0.0, 39.0, 39.0, 0.0, 59.3, 92.02, CAD, 0.39367180563887205, 0.002680563887222556, None, 0.37, None
BUI.to, 0.0, 0.0, 0.0, -0.36, 0.12, 93.60000000000001, -9.0, 9.0, 0.0, -5.13, 317.0, 26.0, 26.0, 14.22, 14.34, 49.24, CAD, 3.4840009598080406, 0.005895980803839231, None, 3.6, None
BXE.to, 0.55, 0.0, 0.0, -1.62, 31.53, 69.44, -83.0, -41.0, 0.0, -10.65, 262.0, 56.0, 56.0, 0.0, 31.53, 43.02, CAD, 1.1290314337132579, 0.00654337132573485, None, 1.24, None
BYD-UN.to, 0.47, 0.52, 0.0042020202020202025, 3.72, 20.92, 2351.25, 77.0, 114.0, 0.0, 19.96, 1716.0, 19.0, 19.0, 1.29, 22.21, 54.09, CAD, 124.18188824235153, -0.18707576484703056, None, 123.75, None
BYL.to, 0.52, 0.0, 0.0, -0.08, 25.79, 84.5, -2.0, 3.0, 10.53, -5.63, 114.0, 25.0, 25.0, 1.16, 26.95, 50.57, CAD, 3.259945230953809, 0.003623095380923815, None, 3.38, None
CAE.to, 0.53, 0.36, 0.013569543912551827, 1.33, 20.85, 7136.570000000001, 357.0, 383.0, 3.93, 16.57, 2896.0, 269.0, 269.0, 2.08, 22.93, 60.78, CAD, 27.972722555488904, -0.03804445110977804, None, 26.53, None
CAL.to, 0.0, 0.28, 0.029411764705882356, 1.11, 0.0, 104.72, 12.0, 24.0, 0.0, 19.37, 72.0, 11.0, 11.0, 3.15, 3.15, 39.41, USD, 11.281416316736653, 0.00023167366526694698, None, 9.52, None
CAR-UN.to, 0.66, 1.28, 0.027367970921530895, 6.83, 37.7, 6547.8, 955.0, 347.0, 0.0, 19.46, 665.0, 140.0, 140.0, 3.09, 40.790000000000006, 43.08, CAD, 45.80124061187763, -0.0946388122375525, None, 46.77, None
CAS.to, 1.04, 0.16, 0.011611030478955007, 1.82, 35.89, 1350.4399999999998, 178.0, 220.0, 0.0, 11.78, 4462.0, 98.0, 98.0, 1.49, 37.38, 65.51, CAD, 12.312622315536894, 0.006831553689262152, None, 13.78, None
CBL.to, 3.98, 1.2, 0.48582995951416996, -4.64, 66.49, 128.44, -237.0, 0.0, 0.0, -92.31, 252.0, 52.0, 52.0, 0.0, 66.49, 83.28, CAD, 3.3152497000599856, 0.035220005998800236, None, 2.47, None
CCA.to, 1.97, 0.91, 0.013011152416356878, 6.99, 56.21, 3497.0, 348.0, 545.0, 0.0, 20.02, 2341.0, 50.0, 50.0, 1.38, 57.59, 71.46, CAD, 68.90204025194963, 0.00032519496100782443, None, 69.94, None
CCI-UN.to, 0.23, 0.47, 0.08818011257035646, 0.75, 18.0, 26.65, 4.0, 0.0, 0.0, 11.29, 4.0, 5.0, 5.0, 0.0, 18.0, 23.16, CAD, 5.512259088182363, 0.0014088182363527285, None, 5.33, None
CCL-A.to, 0.97, 0.48, 0.007565011820330969, 2.88, 34.6, 11357.550000000001, 516.0, 733.0, 0.0, 23.73, 4933.0, 179.0, 179.0, 4.85, 39.45, 64.47, CAD, 65.75845632873424, -0.015267126574685087, None, 63.45, None
CCM.to, 0.0, 0.0, 0.0, 0.0, 0.0, 10.950000000000001, -1.0, -1.0, 0.0, -5.99, 0.0, 219.0, 219.0, 0.0, 0.0, 2.25, USD, 0.0493323335332934, 0.00023335332933413334, None, 0.05, None
CCO.to, 0.31, 0.2, 0.014947683109118086, -0.52, 19.34, 5298.4800000000005, -207.0, 160.0, 0.11, -4.15, 2067.0, 396.0, 396.0, 0.0, 19.34, 37.43, CAD, 14.878731853629274, -0.01621463707258548, None, 13.38, None
CCZ.to, 0.15, 0.0, 0.0, -0.06, 7.64, 6.63, -3.0, -1.0, 5.32, -15.5, 28.0, 51.0, 51.0, 17.21, 24.85, 36.7, CAD, 0.17782243551289728, -0.00015644871025794843, None, 0.13, None
CDAY.to, 0.44, 0.0, 0.0, -0.31, 10.7, 6000.599999999999, -43.0, 38.0, 0.0, -2.82, 792.0, 137.0, 137.0, 0.08, 10.78, 75.68, USD, 46.49654085182965, -0.05951481703659265, None, 43.8, None
CDD-UN.to, 0.0, 0.44, 0.0718954248366013, 0.3, 0.0, 6.12, 0.0, 0.0, 0.0, 4.74, 0.0, 1.0, 1.0, 0.0, 0.0, 14.7, CAD, 6.2924954409118135, -0.0017559088182363557, None, 6.12, None
CDH.to, 0.0, 0.0, 0.0, 0.14, 0.0, 58.74, 13.0, 6.0, 0.0, 12.77, 17.0, 89.0, 89.0, 0.0, 0.0, 8.97, CAD, 0.6642062387522498, 0.0008238752249550085, None, 0.66, None
CDV.to, 0.0, 0.0, 0.0, -0.11, 0.0, 151.475, -39.0, -43.0, 0.0, -257.25, 0.0, 365.0, 365.0, 0.0, 0.0, 12.96, AUD, 0.394737702459508, 0.0014202459508098379, None, 0.415, None
CEE.to, 0.0, 0.12, 0.06896551724137931, 0.12, 0.0, 2016.66, 135.0, 242.0, 0.0, 10.11, 680.0, 1159.0, 1159.0, 0.0, 0.0, 4.16, USD, 1.7501809838032392, 0.011398380323935215, None, 1.74, None
CERV.to, 0.17, 0.34, 0.02343211578221916, 1.36, 5.29, 261.18, 23.0, 36.0, 0.0, 9.99, 1290.0, 18.0, 18.0, 1.56, 6.85, 59.47, CAD, 14.318141451709648, -0.002254829034193167, None, 14.51, None
CET.to, 0.05, 0.0, 0.0, -0.1, 4.27, 45.57, -5.0, -9.0, 0.0, -4.72, 150.0, 49.0, 49.0, 0.0, 4.27, 21.17, CAD, 1.025234553089382, 0.0054553089382123575, None, 0.93, None
CEU.to, 0.6, 0.03, 0.00641025641025641, 0.18, 32.01, 1282.32, 49.0, 74.0, 0.0, 7.78, 1124.0, 274.0, 274.0, 0.0, 32.01, 45.04, CAD, 4.134787642471508, 0.02156424715056988, None, 4.68, None
CF.to, 0.19, 0.04, 0.005633802816901409, 0.22, 2.76, 830.6999999999999, 33.0, 94.0, 0.92, 4.09, 1097.0, 117.0, 117.0, 0.74, 3.5, 80.52, CAD, 7.392134073185359, -0.012692681463707261, None, 7.1, None
CFF.to, 0.7, 0.0, 0.0, 0.99, 32.77, 137.43, 26.0, 47.0, 0.0, 12.38, 584.0, 27.0, 27.0, 1.23, 34.0, 51.53, CAD, 4.992628194361127, 0.017419436112777454, None, 5.09, None
CFP.to, 0.19, 0.0, 0.0, 3.71, 10.86, 4085.4300000000003, 480.0, 804.0, 0.0, 26.2, 5087.0, 129.0, 129.0, 0.01, 10.87, 44.03, CAD, 30.166147750449902, 0.009475044991001802, None, 31.67, None
CFW.to, 1.99, 0.0, 0.0, 0.12, 56.36, 743.04, 16.0, 113.0, 0.0, 3.24, 2061.0, 144.0, 144.0, 0.0, 56.36, 71.64, CAD, 5.1277278344331165, 0.018683443311337727, None, 5.16, None
CFX.to, 0.0, 0.25, 0.009028530155290718, 2.83, 0.0, 1799.8500000000001, 185.0, 258.0, 0.0, 30.97, 1364.0, 65.0, 65.0, 0.0, 0.0, 34.65, CAD, 28.767028674265152, -0.12393257348530297, None, 27.69, None
CG.to, 0.12, 0.0, 0.0, 0.79, 8.98, 1673.03, 230.0, 256.0, 0.0, 11.49, 1163.0, 293.0, 293.0, 0.0, 8.98, 26.56, USD, 5.817917216556689, 0.022121655668866244, None, 5.71, None
CGG.to, 0.76, 0.0, 0.0, 0.1, 35.34, 732.6, 39.0, 61.0, 0.0, 2.64, 481.0, 396.0, 396.0, 4.29, 39.63, 53.19, USD, 2.093936652669466, 0.006865266946610677, None, 1.85, None
CGO.to, 5.56, 0.0, 0.0, 7.43, 68.55, 1110.4399999999998, 123.0, 568.0, 0.0, 19.55, 2457.0, 17.0, 17.0, 1.68, 70.23, 87.67, CAD, 60.89272729454107, 0.06452945410917814, None, 65.32, None
CGT.to, 0.0, 0.0, 0.0, 0.05, 0.0, 30.78, 8.0, -4.0, 0.0, 17.58, 0.0, 162.0, 162.0, 0.0, 0.0, 0.69, CAD, 0.19672492501499705, 0.0015425014997000595, None, 0.19, None
CGX.to, 0.7, 1.69, 0.05043270665472993, 1.35, 27.19, 2111.1299999999997, 86.0, 131.0, 0.0, 12.01, 1597.0, 63.0, 63.0, 5.91, 33.1, 61.1, CAD, 29.726704919016186, 0.003591901619676064, None, 33.51, None
CGY.to, 0.0, 1.12, 0.0356687898089172, 2.08, 0.0, 251.2, 16.0, 22.0, 0.0, 17.61, 299.0, 8.0, 8.0, 0.0, 0.0, 35.93, CAD, 32.65941433713258, -0.021666286742651454, None, 31.4, None
CHH.to, 4.2, 0.0, 0.0, 0.02, 54.64, 46.0, 4.0, 6.0, 0.0, 25.34, 170.0, 200.0, 200.0, 4.17, 58.81, 86.96, CAD, 0.22114631073785224, 0.0023310737852429517, None, 0.23, None
CHP-UN.to, 2.12, 0.74, 0.057902973395931145, 4.69, 55.86, 3540.06, 645.0, 664.0, 0.0, 33.49, 927.0, 277.0, 277.0, 2.4, 58.26, 100.0, CAD, 12.592703719256146, -0.012328074385122977, None, 12.78, None
CHR.to, 3.02, 0.48, 0.0653950953678474, 0.94, 55.55, 961.54, 120.0, 204.0, 0.0, 40.38, 1428.0, 131.0, 131.0, 5.82, 61.37, 81.54, CAD, 6.959979244151172, 0.01192441511697661, None, 7.34, None
CHW.to, 3.67, 0.84, 0.0672, 1.55, 73.36, 212.5, 26.0, 30.0, 0.0, 18.06, 100.0, 17.0, 17.0, 0.0, 73.36, 80.01, CAD, 11.67602189562088, -0.014510437912417507, None, 12.5, None
CIA.to, 3.05, 0.0, 0.0, -0.16, 42.06, 535.35, -58.0, -36.0, 0.0, -76.39, 151.0, 415.0, 415.0, 9.99, 52.050000000000004, 86.21, CAD, 1.3891381223755257, -0.002137762447510498, None, 1.29, None
CIGI.to, 1.28, 0.1, 0.0009597850081581726, 1.65, 26.54, 4167.6, 65.0, 189.0, 0.0, 23.52, 2443.0, 40.0, 40.0, 0.1, 26.64, 79.27, USD, 107.87794121175759, -0.210678824235153, None, 104.19, None
CIQ-UN.to, 0.0, 0.6, 0.06818181818181818, 0.15, 0.0, 26.400000000000002, 0.0, 1.0, 0.0, 1.59, 1.0, 3.0, 3.0, 0.0, 0.0, 0.79, CAD, 8.705065566886622, 0.0008566886622675454, None, 8.8, None
CIX.to, 0.52, 1.41, 0.06450137236962489, 2.11, 20.57, 5836.62, 563.0, 853.0, 0.0, 33.27, 2237.0, 267.0, 267.0, 12.2, 32.769999999999996, 60.13, CAD, 22.089200779844035, 0.055377984403119376, None, 21.86, None
CJ.to, 0.35, 0.42, 0.08235294117647059, -1.01, 20.41, 571.1999999999999, -100.0, 26.0, 0.0, -12.93, 374.0, 112.0, 112.0, 0.0, 20.41, 41.88, CAD, 5.56043875224955, -0.006524775044991002, None, 5.1, None
CJR-B.to, 1.28, 1.14, 0.28009828009828003, -3.8, 39.56, 842.49, -789.0, 501.0, 0.0, -40.3, 1649.0, 207.0, 207.0, 2.21, 41.77, 68.99, CAD, 4.136051709658069, 0.030770965806838635, None, 4.07, None
CJT.to, 2.76, 0.81, 0.01079136690647482, 1.98, 46.31, 1050.8400000000001, 25.0, 60.0, 0.0, 18.43, 416.0, 14.0, 14.0, 0.15, 46.46, 77.24, CAD, 67.40746184763047, -0.025315236952609475, None, 75.06, None
CKE.to, 0.0, 0.0, 0.0, -0.14, 0.0, 53.04, -30.0, -9.0, 0.0, -31.46, 25.0, 221.0, 221.0, 2.67, 2.67, 34.88, CAD, 0.2407794241151771, -0.0005575884823035393, None, 0.24, None
CKI.to, 0.0, 0.0, 0.0, 0.2, 0.2, 177.66, 2.0, 6.0, 0.0, 1.52, 13.0, 14.0, 14.0, 0.45, 0.65, 3.48, CAD, 12.832622975404911, -0.016802459508098378, None, 12.69, None
CLIQ.to, 0.23, 0.36, 0.037037037037037035, -0.95, 16.18, 301.32, -27.0, 5.0, 0.0, -10.1, 618.0, 31.0, 31.0, 0.09, 16.27, 29.28, CAD, 9.028688602279543, 0.007960227954409116, None, 9.72, None
CLQ.to, 0.0, 0.0, 0.0, -0.02, 0.0, 287.56, -12.0, -12.0, 0.0, -17.35, 1.0, 553.0, 553.0, 2.37, 2.37, 5.8, AUD, 0.6282208158368329, 0.005781583683263347, None, 0.52, None
CLR.to, 3.14, 0.2, 0.03577817531305904, -0.16, 62.91, 357.76, -11.0, 50.0, 0.32, -6.64, 607.0, 64.0, 64.0, 2.98, 65.89, 79.96, CAD, 5.439378164367126, -0.008183563287342533, None, 5.59, None
CLS.to, 0.27, 0.0, 0.0, 0.54, 10.81, 2316.96, 78.0, 164.0, 0.42, 5.98, 6265.0, 144.0, 144.0, 0.26, 11.07, 59.83, USD, 16.71384553089382, -0.031146910617876424, None, 16.09, None
CM.to, 0.15, 5.2, 0.042692939244663386, 11.0, 0.78, 53104.799999999996, 4888.0, 0.0, 0.0, 17.26, 17095.0, 436.0, 436.0, 0.0, 0.78, 94.35, CAD, 119.24631367726457, -0.08473227354529093, None, 121.8, None
CMG.to, 0.0, 0.3, 0.034324942791762014, 0.25, 0.0, 699.2, 20.0, 26.0, 27.4, 35.63, 72.0, 80.0, 80.0, 0.0, 0.0, 40.42, CAD, 9.865029634073185, -0.0016365926814637087, None, 8.74, None
CMH.to, 0.0, 0.0, 0.0, 0.4, 0.0, 92.82, 9.0, 3.0, 5.65, 14.13, 57.0, 21.0, 21.0, 0.47, 0.47, 14.36, USD, 4.615710797840428, -2.0215956808638523e-05, None, 4.42, None
CMMC.to, 0.99, 0.0, 0.0, 0.24, 38.69, 151.98, 33.0, 56.0, 0.0, 16.55, 325.0, 149.0, 149.0, 7.58, 46.269999999999996, 61.07, CAD, 1.1394367126574685, 0.0012712657468506299, None, 1.02, None
CNE.to, 1.53, 0.0, 0.0, -0.97, 42.75, 742.7199999999999, -170.0, 28.0, 0.0, -55.35, 189.0, 176.0, 176.0, 0.0, 42.75, 68.64, USD, 4.213298560287944, 0.0007560287942411534, None, 4.22, None
CNL.to, 0.33, 0.0, 0.0, -0.05, 21.63, 563.2, -7.0, -10.0, 0.0, -2.34, 0.0, 160.0, 160.0, 0.0, 21.63, 34.09, USD, 3.7801839832033606, -0.002701679664067187, None, 3.52, None
CNQ.to, 0.63, 1.22, 0.02725039088675452, 2.14, 27.92, 55022.33, 2645.0, 4266.0, 0.0, 8.34, 21674.0, 1229.0, 1229.0, 1.12, 29.040000000000003, 56.01, CAD, 46.707253149370125, -0.03068506298740252, None, 44.77, None
CNR.to, 0.54, 1.74, 0.014921533316182145, 7.5, 23.66, 87107.67, 5620.0, 5468.0, 0.0, 34.67, 13331.0, 747.0, 747.0, 6.18, 29.84, 56.36, CAD, 118.29577744451106, -0.24225554889022208, None, 116.61, None
CNT.to, 0.0, 0.0, 0.0, -0.04, 0.0, 17.82, -4.0, 0.0, 0.0, -11.58, 4.0, 99.0, 99.0, 0.0, 0.0, 5.25, CAD, 0.19587852429514085, -4.757048590281943e-05, None, 0.18, None
CNU.to, 0.31, 16.89, 0.08205003643429683, 55.0, 19.18, 92014.95, 24677.0, 44035.0, 0.0, 6.47, 190806.0, 447.0, 447.0, 2.25, 21.43, 38.44, CNY, 221.76825560887838, -0.16833911217756437, None, 205.85, None
COG.to, 0.0, 0.0, 0.0, -0.01, 0.0, 54.18, -1.0, -1.0, 0.0, -4.4, 0.0, 63.0, 63.0, 0.0, 0.0, 1.54, GBP, 0.5043152369526104, 0.004623695260947811, None, 0.86, None
COP.to, 0.01, 0.0, 0.0, -0.02, 0.49, 65.2, -16.0, -4.0, 0.0, -66.88, 0.0, 652.0, 652.0, 16.51, 17.0, 52.42, USD, 0.10218128374325133, -7.162567486502705e-05, None, 0.1, None
CORV.to, 2.71, 0.0, 0.0, -0.53, 60.02, 219.45, -18.0, -28.0, 0.0, -82.51, 26.0, 35.0, 35.0, 0.0, 60.02, 77.82, USD, 6.161479124175164, -0.04078758248350328, None, 6.27, None
CP.to, 1.21, 2.34, 0.008904109589041096, 15.68, 38.37, 38106.0, 2278.0, 2731.0, 0.0, 38.26, 6720.0, 145.0, 145.0, 2.64, 41.01, 68.22, CAD, 262.6421690461908, -0.39729538092381517, None, 262.8, None
CPG.to, 0.47, 0.36, 0.04374240583232077, -1.07, 25.85, 4501.81, -583.0, 201.0, 0.0, -6.28, 3166.0, 547.0, 547.0, 0.6, 26.450000000000003, 44.58, CAD, 9.021040731853626, 0.015173185362927414, None, 8.23, None
CPH.to, 0.54, 0.0, 0.0, 0.27, 22.0, 82.08, 8.0, 18.0, 1.22, 37.02, 34.0, 27.0, 27.0, 13.22, 35.22, 59.53, USD, 2.485774865026994, 0.01678650269946011, None, 3.04, None
CPI.to, 0.07, 0.0, 0.0, -0.18, 5.04, 13.33, -8.0, -7.0, 0.0, -12.25, 9.0, 43.0, 43.0, 8.5, 13.54, 26.39, CAD, 0.43005920815836857, 0.0021208158368326334, None, 0.31, None
CPX.to, 0.61, 1.67, 0.06097115735669952, 0.49, 26.17, 2848.56, 98.0, 354.0, 0.0, 1.9, 1277.0, 104.0, 104.0, 4.53, 30.700000000000003, 56.45, CAD, 26.638521295740862, -0.025870425914817027, None, 27.39, None
CQE.to, 0.0, 0.0, 0.0, -0.04, 0.0, 21.24, -16.0, -20.0, 0.0, -10.5, 41.0, 354.0, 354.0, 21.92, 21.92, 46.33, CAD, 0.09301877624475101, -0.00042237552489502096, None, 0.06, None
CR.to, 0.4, 0.0, 0.0, 0.0, 24.89, 295.5, -1.0, 39.0, 0.0, -0.07, 225.0, 150.0, 150.0, 0.0, 24.89, 37.91, CAD, 2.113968146370725, 0.0031146370725854823, None, 1.97, None
CRH.to, 0.87, 0.0, 0.0, 0.11, 42.93, 408.75, 8.0, 15.0, 0.0, 12.28, 110.0, 75.0, 75.0, 1.76, 44.69, 50.71, USD, 4.720387162567488, -0.01088374325134973, None, 5.45, None
CRON.to, 0.02, 0.0, 0.0, 0.02, 2.36, 1871.8000000000002, 3.0, -5.0, 0.0, 2.04, 9.0, 196.0, 196.0, 0.0, 2.36, 3.47, CAD, 8.55148074385123, -0.003525614877024596, None, 9.55, None
CRP.to, 0.04, 0.0, 0.0, -0.24, 3.17, 103.04, -6.0, -2.0, 0.0, -4.31, 430.0, 28.0, 28.0, 16.75, 19.92, 29.33, USD, 3.6954947810437915, 0.007078104379124176, None, 3.68, None
CRT-UN.to, 0.92, 0.72, 0.053175775480059084, 1.2, 28.63, 4319.259999999999, 315.0, 343.0, 0.0, 27.05, 456.0, 319.0, 319.0, 0.64, 29.27, 68.91, CAD, 13.262594121175766, -0.0017878824235152946, None, 13.54, None
CRWN.to, 0.31, 0.56, 0.05544554455445545, 0.62, 11.55, 101.0, 6.0, 0.0, 0.0, 5.87, 28.0, 10.0, 10.0, 0.0, 11.55, 62.43, CAD, 10.178054889022196, -0.0030110977804439117, None, 10.1, None
CS.to, 0.35, 0.0, 0.0, 0.17, 21.2, 315.90000000000003, 64.0, 99.0, 0.0, 8.61, 561.0, 390.0, 390.0, 0.0, 21.2, 39.93, USD, 0.8680287342531494, 0.003973425314937012, None, 0.81, None
CSH-UN.to, 1.96, 0.58, 0.03751617076326002, 0.16, 58.09, 3246.6000000000004, 33.0, 89.0, 0.0, 3.78, 832.0, 210.0, 210.0, 6.53, 64.62, 70.33, CAD, 15.296913917216559, -0.003308278344331133, None, 15.46, None
CSM.to, 0.0, 0.0, 0.0, -0.37, 61.42, 5.5, -34.0, -1.0, 0.0, 0.0, 382.0, 110.0, 110.0, 26.12, 87.54, 120.9, CAD, 0.05191571685662874, 0.0002716856628674266, None, 0.05, None
CSU.to, 0.34, 2.0, 0.0021471898652638357, 12.5, 8.78, 19560.45, 265.0, 409.0, 0.0, 44.87, 2795.0, 21.0, 21.0, 2.45, 11.23, 73.91, USD, 1035.372478334133, -1.1062195866826634, None, 931.45, None
CSW-A.to, 0.0, 0.86, 0.041951219512195125, 0.88, 0.0, 574.0, 25.0, 34.0, 0.0, 14.48, 146.0, 28.0, 28.0, 0.0, 0.0, 20.5, CAD, 20.879491211757646, -0.013128824235152976, None, 20.5, None
CTC.to, 0.77, 3.1, 0.012265084075173096, 10.18, 22.78, 16934.25, 686.0, 1164.0, 0.0, 15.15, 13635.0, 67.0, 67.0, 5.34, 28.12, 70.27, CAD, 249.6880375524895, 0.04455524895020991, None, 252.75, None
CTX.to, 0.21, 0.0, 0.0, -0.64, 13.5, 7.989999999999999, -10.0, -6.0, 8.41, -51.78, 11.0, 17.0, 17.0, 4.77, 18.27, 34.37, CAD, 0.7282417216556687, -0.002877834433113376, None, 0.47, None
CU.to, 2.09, 1.5, 0.04602638846271862, 1.02, 47.0, 8831.890000000001, 341.0, 1276.0, 0.0, 5.78, 4432.0, 271.0, 271.0, 1.23, 48.23, 70.35, CAD, 31.865446190761833, 0.018419076184763048, None, 32.59, None
CUF-UN.to, 1.13, 1.03, 0.08313155770782889, -2.4, 52.01, 2279.76, -441.0, 382.0, 0.0, -12.59, 797.0, 184.0, 184.0, 0.0, 52.01, 53.9, CAD, 12.576364307138572, -0.0008692861427714435, None, 12.39, None
CUP-U.to, 1.09, 0.69, 0.05227272727272727, 0.67, 45.25, 435.59999999999997, 23.0, 25.0, 0.0, 9.85, 180.0, 33.0, 33.0, 6.68, 51.93, 58.67, USD, 13.128045590881825, 0.0011590881823635327, None, 13.2, None
CVE.to, 0.53, 0.2, 0.01663893510815308, -0.72, 24.79, 14784.6, -534.0, 781.0, 0.23, -2.76, 20395.0, 1230.0, 1230.0, 0.0, 24.79, 52.84, CAD, 13.45654775044991, -0.008324955008998196, None, 12.02, None
CVG.to, 0.0, 0.1, 0.0019900497512437814, 12.52, 0.0, 753.75, 190.0, 0.0, 0.0, 30.44, 300.0, 15.0, 15.0, 0.0, 0.0, 21.81, CAD, 50.21936304739053, -0.07929526094781043, None, 50.25, None
CWB.to, 0.89, 0.96, 0.02586206896551724, 2.69, 7.12, 3303.68, 254.0, 0.0, 0.0, 10.89, 769.0, 89.0, 89.0, 0.0, 7.12, 91.04, CAD, 37.14700539892022, -0.042060107978404294, None, 37.12, None
CWI.to, 0.0, 0.0, 0.0, -0.29, 0.0, 16.2, -3.0, 0.0, 0.0, -11.81, 1.0, 9.0, 9.0, 0.0, 0.0, 1.67, CAD, 1.977713677264548, -0.0007322735452909419, None, 1.8, None
CWL.to, 0.0, 0.08, 0.0625, 0.12, 0.0, 25.6, 2.0, 4.0, 0.0, 17.17, 64.0, 20.0, 20.0, 0.0, 0.0, 59.52, CAD, 1.2139911817636473, -0.0017818236352729446, None, 1.28, None
CWX.to, 0.92, 0.56, 0.08763693270735526, 0.51, 37.37, 479.25, 38.0, 60.0, 0.0, 11.39, 1270.0, 75.0, 75.0, 3.09, 40.459999999999994, 58.9, CAD, 6.814484883023397, -0.0002116976604679071, None, 6.39, None
CXI.to, 0.0, 0.0, 0.0, 0.65, 0.0, 187.07999999999998, 4.0, 9.0, 0.0, 7.47, 37.0, 6.0, 6.0, 14.48, 14.48, 31.78, USD, 31.27152561487702, -0.017838512297540497, None, 31.18, None
CXN.to, 0.0, 0.0, 0.0, -1.8, 0.0, 39.15, -7.0, -2.0, 139.63, -13.1, 1.0, 261.0, 261.0, 0.0, 0.0, 3.33, AUD, 0.13476784643071396, 0.0001846430713857228, None, 0.15, None
CXR.to, 0.0, 0.0, 0.0, -14.37, 0.0, 12.190000000000001, -737.0, 51.0, 5.1, 0.0, 597.0, 53.0, 53.0, 171.97, 171.97, 200.47, USD, 0.1308550689862027, 0.004806898620275945, None, 0.23, None
CYB.to, 0.0, 0.0, 0.0, 6.99, 0.0, 1411.1999999999998, 168.0, 191.0, 0.0, 16.66, 203.0, 24.0, 24.0, 0.0, 0.0, 4.74, CAD, 60.4941527294541, -0.044727054589082195, None, 58.8, None
CZN.to, 0.0, 0.0, 0.0, -0.04, 0.0, 31.919999999999998, -10.0, -9.0, 0.0, -158.81, 0.0, 266.0, 266.0, 74.47, 74.47, 91.41, CAD, 0.14259010197960428, -8.980203959208156e-05, None, 0.12, None
D-UN.to, 1.06, 0.92, 0.036726546906187624, 2.26, 47.33, 1503.0, 158.0, 172.0, 0.0, 8.68, 335.0, 60.0, 60.0, 0.85, 48.18, 55.33, CAD, 24.279951529694046, -0.005847030593881231, None, 25.05, None
DBO.to, 0.22, 0.0, 0.0, -0.01, 13.97, 44.0, -1.0, 0.0, 7.0, -4.5, 37.0, 176.0, 176.0, 0.0, 13.97, 35.19, CAD, 0.23673467306538679, 0.00016730653869226152, None, 0.25, None
DC-A.to, 0.09, 0.0, 0.0, -1.93, 5.2, 65.49000000000001, -107.0, -93.0, 0.0, -16.76, 162.0, 59.0, 59.0, 0.0, 5.2, 31.71, CAD, 1.345701679664067, 0.007067966406718661, None, 1.11, None
DCF.to, 0.0, 0.0, 0.0, -0.75, 0.0, 19.740000000000002, -4.0, -3.0, 0.0, -10.05, 0.0, 6.0, 6.0, 39.72, 39.72, 43.26, CAD, 3.122267066586683, 0.000906658668266346, None, 3.29, None
DCM.to, 8.99, 0.0, 0.0, -0.12, 33.26, 27.36, -2.0, 10.0, 0.0, 0.0, 308.0, 18.0, 18.0, 11.62, 44.879999999999995, 96.3, CAD, 1.7009254949010195, -5.0509898020395906e-05, None, 1.52, None
